precision,recall,f1,mcc,auc_roc,split
0.04870848708487085,0.8148148148148148,0.09192200557103064,0.19634318969856426,0.908090425656523,1
0.12210526315789473,0.8787878787878788,0.2144177449168207,0.3225134789330644,0.9482299567492957,2
0.021123953766440814,0.8983050847457628,0.04127725856697819,0.13436319029787192,0.9682562482045389,3
0.040492957746478875,0.9078947368421053,0.07752808988764046,0.18853773184862035,0.9860257790028129,4
